OrderID,Tanggal_Pesanan,Produk,Kategori,Wilayah,Jumlah,Harga_Satuan,Metode_Pembayaran,Diskon,Total_Penjualan,Bulan,Hari_Dalam_Seminggu,Jam_Pesanan
426,2025-02-24 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,2331342,E-Wallet,0.05,4429549.8,2025-02,0,20
427,2025-03-28 16:47:34,Smartphone Terbaru,Elektronik,Makassar,1,5901717,Bank Transfer,0,5901717,2025-03,4,11
428,2025-04-24 16:47:34,Laptop Gaming,Elektronik,Makassar,1,21285939,Bank Transfer,0.1,19157345.1,2025-04,3,9
429,2025-02-28 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,21816525,E-Wallet,0,65449575,2025-02,4,9
430,2025-01-20 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,5211738,E-Wallet,0,10423476,2025-01,0,16
431,2025-05-04 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,8692796,Debit Card,0.05,33032624.8,2025-05,6,8
432,2025-05-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,689768,E-Wallet,0.05,1965838.8,2025-05,2,19
433,2025-05-17 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,21822567,Bank Transfer,0.05,41462877.3,2025-05,5,14
434,2025-05-06 16:47:34,Smartwatch,Aksesoris,Surabaya,1,2768185,Credit Card,0,2768185,2025-05,1,18
435,2025-02-24 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,22440449,Bank Transfer,0,44880898,2025-02,0,21
436,2025-04-29 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,2126199,Debit Card,0.05,2019889.05,2025-04,1,10
437,2024-12-29 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,675709,Bank Transfer,0,1351418,2024-12,6,10
438,2025-01-31 16:47:34,Headphone Wireless,Aksesoris,Medan,3,474023,Credit Card,0,1422069,2025-01,4,9
439,2025-04-03 16:47:34,Keyboard Mekanik,Periferal,Surabaya,1,1277611,E-Wallet,0.05,1213730.45,2025-04,3,21
440,2025-05-03 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,15443945,Credit Card,0,46331835,2025-05,5,17
441,2025-04-25 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,421253,E-Wallet,0.05,1200571.05,2025-04,4,13
442,2025-02-14 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,1,6603110,E-Wallet,0.1,5942799,2025-02,4,20
443,2025-03-27 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1350162,Bank Transfer,0,1350162,2025-03,3,17
444,2025-04-24 16:47:34,Laptop Gaming,Elektronik,Denpasar,4,16274634,Bank Transfer,0,65098536,2025-04,3,9
445,2025-05-06 16:47:34,Headphone Wireless,Aksesoris,Denpasar,4,957911,Bank Transfer,0.05,3640061.8,2025-05,1,17
446,2025-01-13 16:47:34,Monitor Curved,Periferal,Jakarta,4,3228807,Debit Card,0.05,12269466.6,2025-01,0,11
447,2025-03-07 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,3122775,Bank Transfer,0.05,8899908.75,2025-03,4,17
448,2025-01-19 16:47:34,Laptop Gaming,Elektronik,Medan,3,20163515,Debit Card,0.1,54441490.5,2025-01,6,16
449,2025-03-31 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,22601748,Bank Transfer,0.1,81366292.8,2025-03,0,16
450,2025-03-14 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,7463158,E-Wallet,0.15,19031052.9,2025-03,4,13
451,2025-05-31 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,714600,Debit Card,0,2143800,2025-05,5,20
452,2025-05-21 16:47:34,Laptop Gaming,Elektronik,Medan,1,21181422,Credit Card,0,21181422,2025-05,2,11
453,2025-06-25 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,5269070,Debit Card,0,5269070,2025-06,2,14
454,2025-03-24 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,19413359,Debit Card,0,58240077,2025-03,0,21
455,2025-01-26 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,2433901,Credit Card,0,9735604,2025-01,6,8
456,2025-03-07 16:47:34,Laptop Gaming,Elektronik,Medan,2,22640167,Debit Card,0,45280334,2025-03,4,19
457,2025-02-13 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,5831569,E-Wallet,0.1,20993648.4,2025-02,3,11
458,2025-04-01 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,22322153,Bank Transfer,0,44644306,2025-04,1,12
459,2025-05-21 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,4448763,Credit Card,0,17795052,2025-05,2,15
460,2025-06-22 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1271877,Bank Transfer,0,1271877,2025-06,6,19
461,2025-03-23 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,4256715,E-Wallet,0,12770145,2025-03,6,9
462,2025-02-05 16:47:34,Laptop Gaming,Elektronik,Makassar,3,23468865,Credit Card,0,70406595,2025-02,2,19
463,2025-04-07 16:47:34,Monitor Curved,Periferal,Medan,1,3526534,Bank Transfer,0,3526534,2025-04,0,12
464,2025-01-30 16:47:34,Monitor Curved,Periferal,Jakarta,2,2824143,Bank Transfer,0,5648286,2025-01,3,13
465,2025-04-08 16:47:34,Laptop Gaming,Elektronik,Medan,2,22346562,E-Wallet,0.05,42458467.8,2025-04,1,12
466,2025-01-20 16:47:34,Monitor Curved,Periferal,Medan,2,5014938,Bank Transfer,0.1,9026888.4,2025-01,0,20
467,2025-01-07 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,928423,E-Wallet,0.1,835580.7,2025-01,1,16
468,2025-03-07 16:47:34,Laptop Gaming,Elektronik,Medan,2,15371616,Debit Card,0.05,29206070.4,2025-03,4,17
469,2025-04-07 16:47:34,Monitor Curved,Periferal,Medan,1,3960155,E-Wallet,0,3960155,2025-04,0,8
470,2025-01-31 16:47:34,Monitor Curved,Periferal,Surabaya,4,5624064,Debit Card,0.1,20246630.4,2025-01,4,21
471,2025-06-26 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,1075158,Credit Card,0.1,3870568.8,2025-06,3,10
472,2025-05-15 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,17710527,Bank Transfer,0,17710527,2025-05,3,21
473,2025-05-24 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,16768967,E-Wallet,0.05,47791555.95,2025-05,5,9
474,2025-04-03 16:47:34,Keyboard Mekanik,Periferal,Medan,4,2268388,E-Wallet,0,9073552,2025-04,3,19
475,2024-12-29 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,1316383,Bank Transfer,0.1,2369489.4,2024-12,6,20
476,2025-03-07 16:47:34,Smartwatch,Aksesoris,Jakarta,1,779215,Bank Transfer,0.15,662332.75,2025-03,4,10
477,2025-01-01 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,5843236,Credit Card,0,11686472,2025-01,2,17
478,2025-01-13 16:47:34,Smartwatch,Aksesoris,Surabaya,2,773349,Credit Card,0.1,1392028.2,2025-01,0,16
479,2025-01-21 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,695807,E-Wallet,0.05,1983049.95,2025-01,1,20
480,2025-03-18 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,4960584,Credit Card,0.15,8432992.8,2025-03,1,21
481,2024-12-30 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,21223754,Debit Card,0,63671262,2024-12,0,16
482,2025-05-05 16:47:34,Keyboard Mekanik,Periferal,Medan,4,1791405,Credit Card,0.1,6449058,2025-05,0,17
483,2025-06-06 16:47:34,Smartphone Terbaru,Elektronik,Denpasar,1,8615478,Credit Card,0,8615478,2025-06,4,9
484,2025-03-22 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,1816207,E-Wallet,0,3632414,2025-03,5,21
485,2025-05-29 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,3578688,Debit Card,0,3578688,2025-05,3,10
486,2025-05-17 16:47:34,Laptop Gaming,Elektronik,Jakarta,2,19226156,Credit Card,0.15,32684465.2,2025-05,5,21
487,2025-06-24 16:47:34,Laptop Gaming,Elektronik,Medan,1,20755892,Debit Card,0.1,18680302.8,2025-06,1,11
488,2025-06-09 16:47:34,Headphone Wireless,Aksesoris,Medan,2,677501,Debit Card,0.1,1219501.8,2025-06,0,16
489,2025-05-01 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,433691,Debit Card,0.1,780643.8,2025-05,3,10
490,2025-01-30 16:47:34,Laptop Gaming,Elektronik,Surabaya,2,22337694,Bank Transfer,0,44675388,2025-01,3,20
491,2025-06-07 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,932726,Bank Transfer,0,1865452,2025-06,5,14
492,2025-06-25 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,1096184,Bank Transfer,0,2192368,2025-06,2,19
493,2025-06-17 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,1504002,Bank Transfer,0,3008004,2025-06,1,10
494,2025-04-08 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,3239968,E-Wallet,0,6479936,2025-04,1,14
495,2025-01-09 16:47:34,Keyboard Mekanik,Periferal,Medan,2,688963,Credit Card,0,1377926,2025-01,3,14
496,2025-03-05 16:47:34,Monitor Curved,Periferal,Makassar,2,4592536,Bank Transfer,0,9185072,2025-03,2,16
497,2025-03-03 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,5975635,E-Wallet,0,5975635,2025-03,0,9
498,2025-06-07 16:47:34,Laptop Gaming,Elektronik,Makassar,3,20504381,Credit Card,0,61513143,2025-06,5,20
499,2025-06-14 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,919165,Bank Transfer,0,1838330,2025-06,5,13
500,2025-03-12 16:47:34,Keyboard Mekanik,Periferal,Medan,3,619780,Credit Card,0.15,1580439,2025-03,2,16
501,2025-02-09 16:47:34,Laptop Gaming,Elektronik,Denpasar,2,18440866,Bank Transfer,0.05,35037645.4,2025-02,6,19
502,2025-02-10 16:47:34,Monitor Curved,Periferal,Medan,2,5878363,E-Wallet,0.15,9993217.1,2025-02,0,19
503,2025-01-26 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1427557,Debit Card,0,1427557,2025-01,6,9
504,2025-05-18 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,2104581,Debit Card,0,8418324,2025-05,6,9
505,2025-01-09 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,1610578,Credit Card,0.05,6120196.4,2025-01,3,20
506,2025-04-02 16:47:34,Monitor Curved,Periferal,Jakarta,1,3996170,E-Wallet,0,3996170,2025-04,2,21
507,2025-02-12 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,3,6888577,Debit Card,0,20665731,2025-02,2,12
508,2025-05-07 16:47:34,Smartphone Terbaru,Elektronik,Medan,4,8688238,Bank Transfer,0,34752952,2025-05,2,17
509,2025-02-01 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,8485931,Debit Card,0,8485931,2025-02,5,17
510,2025-03-19 16:47:34,Monitor Curved,Periferal,Surabaya,1,3206123,Credit Card,0,3206123,2025-03,2,19
511,2025-03-28 16:47:34,Monitor Curved,Periferal,Medan,4,3616596,Credit Card,0,14466384,2025-03,4,17
512,2025-01-05 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,4785559,E-Wallet,0.05,13638843.15,2025-01,6,15
513,2025-03-31 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,708449,Credit Card,0,708449,2025-03,0,18
514,2025-05-31 16:47:34,Monitor Curved,Periferal,Jakarta,2,5847125,Debit Card,0,11694250,2025-05,5,16
515,2025-03-28 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,833634,Debit Card,0.1,2250811.8,2025-03,4,9
516,2025-06-08 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1361339,Debit Card,0,4084017,2025-06,6,12
517,2025-04-22 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,490237,Debit Card,0,1960948,2025-04,1,21
518,2025-04-12 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,23102873,E-Wallet,0.1,83170342.8,2025-04,5,14
519,2025-05-12 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,3856047,Bank Transfer,0,7712094,2025-05,0,13
520,2025-02-24 16:47:34,Laptop Gaming,Elektronik,Jakarta,1,19623636,Bank Transfer,0,19623636,2025-02,0,13
521,2025-04-21 16:47:34,Laptop Gaming,Elektronik,Medan,4,22556855,E-Wallet,0,90227420,2025-04,0,14
522,2025-03-13 16:47:34,Headphone Wireless,Aksesoris,Medan,4,1439929,Credit Card,0,5759716,2025-03,3,10
523,2025-06-03 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,521373,Bank Transfer,0,1564119,2025-06,1,20
524,2025-04-27 16:47:34,Laptop Gaming,Elektronik,Denpasar,4,16406368,Credit Card,0.1,59062924.8,2025-04,6,10
525,2025-06-10 16:47:34,Monitor Curved,Periferal,Jakarta,4,2845474,Bank Transfer,0,11381896,2025-06,1,17
526,2025-01-18 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,8785267,Credit Card,0,35141068,2025-01,5,16
527,2025-06-10 16:47:34,Keyboard Mekanik,Periferal,Makassar,4,771233,E-Wallet,0,3084932,2025-06,1,21
528,2025-05-15 16:47:34,Keyboard Mekanik,Periferal,Surabaya,3,1624744,Debit Card,0,4874232,2025-05,3,15
529,2025-04-08 16:47:34,Laptop Gaming,Elektronik,Medan,2,20970226,Credit Card,0.05,39843429.4,2025-04,1,12
530,2025-05-29 16:47:34,Headphone Wireless,Aksesoris,Medan,2,968590,Debit Card,0,1937180,2025-05,3,13
531,2025-06-23 16:47:34,Laptop Gaming,Elektronik,Medan,1,17131018,Credit Card,0,17131018,2025-06,0,18
532,2025-04-06 16:47:34,Headphone Wireless,Aksesoris,Denpasar,4,1453976,Credit Card,0,5815904,2025-04,6,19
533,2025-02-02 16:47:34,Smartwatch,Aksesoris,Denpasar,3,935071,Credit Card,0,2805213,2025-02,6,17
534,2025-04-03 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,6489429,Credit Card,0,6489429,2025-04,3,8
535,2025-05-29 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,1486064,Credit Card,0.1,1337457.6,2025-05,3,17
536,2025-05-28 16:47:34,Smartphone Terbaru,Elektronik,Makassar,2,9888260,Debit Card,0,19776520,2025-05,2,19
537,2025-02-03 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,21478443,Credit Card,0,64435329,2025-02,0,8
538,2025-01-09 16:47:34,Smartwatch,Aksesoris,Jakarta,3,794746,Debit Card,0,2384238,2025-01,3,11
539,2025-04-20 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,8710754,E-Wallet,0.05,24825648.9,2025-04,6,9
540,2025-01-10 16:47:34,Headphone Wireless,Aksesoris,Jakarta,2,458588,Bank Transfer,0,917176,2025-01,4,18
541,2025-01-20 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,2,4702159,Credit Card,0.05,8934102.1,2025-01,0,14
542,2025-04-06 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,2403426,Bank Transfer,0.05,4566509.4,2025-04,6,9
543,2025-04-12 16:47:34,Laptop Gaming,Elektronik,Makassar,2,23512558,Debit Card,0.1,42322604.4,2025-04,5,17
544,2025-01-27 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,629638,E-Wallet,0,1259276,2025-01,0,9
545,2025-01-14 16:47:34,Smartwatch,Aksesoris,Medan,4,1100517,E-Wallet,0,4402068,2025-01,1,12
546,2025-04-20 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,4,4153224,E-Wallet,0.1,14951606.4,2025-04,6,11
547,2025-02-28 16:47:34,Keyboard Mekanik,Periferal,Makassar,3,438547,Bank Transfer,0.15,1118294.85,2025-02,4,15
548,2025-03-22 16:47:34,Monitor Curved,Periferal,Makassar,1,4650235,Debit Card,0.1,4185211.5,2025-03,5,11
549,2025-04-19 16:47:34,Smartwatch,Aksesoris,Surabaya,3,2783520,Credit Card,0,8350560,2025-04,5,21
550,2025-03-24 16:47:34,Monitor Curved,Periferal,Surabaya,1,6740039,Credit Card,0,6740039,2025-03,0,19
551,2025-05-18 16:47:34,Keyboard Mekanik,Periferal,Jakarta,2,2140534,Debit Card,0,4281068,2025-05,6,13
552,2025-01-16 16:47:34,Keyboard Mekanik,Periferal,Denpasar,1,1704766,Bank Transfer,0.05,1619527.7,2025-01,3,12
553,2025-06-23 16:47:34,Monitor Curved,Periferal,Medan,3,4303554,Credit Card,0,12910662,2025-06,0,18
554,2025-04-07 16:47:34,Monitor Curved,Periferal,Denpasar,3,5398147,Debit Card,0,16194441,2025-04,0,21
555,2025-05-17 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,19020120,Credit Card,0.1,17118108,2025-05,5,9
556,2025-05-24 16:47:34,Laptop Gaming,Elektronik,Makassar,4,17946862,E-Wallet,0,71787448,2025-05,5,18
557,2025-03-14 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,879365,Credit Card,0.1,1582857,2025-03,4,20
558,2025-01-06 16:47:34,Laptop Gaming,Elektronik,Medan,2,19307086,Bank Transfer,0,38614172,2025-01,0,19
559,2025-01-25 16:47:34,Headphone Wireless,Aksesoris,Denpasar,3,1339550,Debit Card,0,4018650,2025-01,5,21
560,2025-05-05 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,4,3627220,Bank Transfer,0,14508880,2025-05,0,15
561,2025-02-18 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,9169912,Debit Card,0.05,8711416.4,2025-02,1,9
562,2025-03-21 16:47:34,Monitor Curved,Periferal,Medan,2,2443316,E-Wallet,0,4886632,2025-03,4,16
563,2025-04-18 16:47:34,Keyboard Mekanik,Periferal,Medan,4,2374259,Debit Card,0,9497036,2025-04,4,16
564,2025-05-21 16:47:34,Laptop Gaming,Elektronik,Medan,2,18456653,Credit Card,0.15,31376310.1,2025-05,2,10
565,2025-04-24 16:47:34,Headphone Wireless,Aksesoris,Jakarta,4,775595,Credit Card,0,3102380,2025-04,3,11
566,2025-03-07 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,1865744,E-Wallet,0,7462976,2025-03,4,15
567,2025-04-06 16:47:34,Laptop Gaming,Elektronik,Surabaya,3,16888806,Debit Card,0,50666418,2025-04,6,16
568,2025-05-17 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,1952226,E-Wallet,0,3904452,2025-05,5,10
569,2025-01-22 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,5148091,Credit Card,0.05,4890686.45,2025-01,2,12
570,2025-06-26 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,6961676,Bank Transfer,0,20885028,2025-06,3,18
571,2025-04-30 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,2160462,E-Wallet,0,6481386,2025-04,2,15
572,2025-02-19 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,5238673,Bank Transfer,0,5238673,2025-02,2,10
573,2025-05-28 16:47:34,Smartwatch,Aksesoris,Jakarta,3,2123154,Bank Transfer,0.05,6050988.9,2025-05,2,14
574,2025-05-21 16:47:34,Keyboard Mekanik,Periferal,Jakarta,4,1273093,Debit Card,0,5092372,2025-05,2,18
575,2025-02-23 16:47:34,Laptop Gaming,Elektronik,Makassar,4,15809178,E-Wallet,0,63236712,2025-02,6,15
576,2025-02-05 16:47:34,Smartwatch,Aksesoris,Denpasar,2,1083098,Bank Transfer,0,2166196,2025-02,2,17
577,2025-04-16 16:47:34,Keyboard Mekanik,Periferal,Surabaya,2,876513,Bank Transfer,0,1753026,2025-04,2,18
578,2025-02-08 16:47:34,Laptop Gaming,Elektronik,Makassar,1,22486327,Debit Card,0,22486327,2025-02,5,21
579,2025-06-13 16:47:34,Keyboard Mekanik,Periferal,Makassar,2,2106533,Debit Card,0,4213066,2025-06,4,10
580,2025-05-19 16:47:34,Headphone Wireless,Aksesoris,Makassar,4,1021037,Credit Card,0.1,3675733.2,2025-05,0,9
581,2025-04-29 16:47:34,Smartwatch,Aksesoris,Jakarta,1,1813379,Bank Transfer,0,1813379,2025-04,1,17
582,2025-05-10 16:47:34,Smartwatch,Aksesoris,Denpasar,1,2723650,Credit Card,0.1,2451285,2025-05,5,20
583,2025-06-09 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,2,5799250,Bank Transfer,0.15,9858725,2025-06,0,14
584,2025-03-13 16:47:34,Keyboard Mekanik,Periferal,Surabaya,4,1421469,Credit Card,0,5685876,2025-03,3,19
585,2025-05-23 16:47:34,Keyboard Mekanik,Periferal,Jakarta,1,1984973,Debit Card,0,1984973,2025-05,4,16
586,2025-03-14 16:47:34,Smartwatch,Aksesoris,Surabaya,4,2881306,E-Wallet,0,11525224,2025-03,4,8
587,2025-01-06 16:47:34,Monitor Curved,Periferal,Jakarta,4,4892371,Debit Card,0.05,18591009.8,2025-01,0,10
588,2025-03-12 16:47:34,Smartwatch,Aksesoris,Jakarta,4,2312336,Credit Card,0,9249344,2025-03,2,12
589,2025-05-22 16:47:34,Headphone Wireless,Aksesoris,Surabaya,2,439544,Credit Card,0,879088,2025-05,3,10
590,2025-01-04 16:47:34,Smartwatch,Aksesoris,Makassar,3,2843335,E-Wallet,0,8530005,2025-01,5,8
591,2025-06-20 16:47:34,Headphone Wireless,Aksesoris,Makassar,3,978743,Bank Transfer,0.1,2642606.1,2025-06,4,14
592,2025-05-18 16:47:34,Headphone Wireless,Aksesoris,Surabaya,1,763001,Credit Card,0.05,724850.95,2025-05,6,14
593,2025-06-14 16:47:34,Monitor Curved,Periferal,Makassar,4,5180246,Credit Card,0,20720984,2025-06,5,17
594,2025-06-16 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,353909,Credit Card,0.05,672427.1,2025-06,0,19
595,2025-05-14 16:47:34,Laptop Gaming,Elektronik,Makassar,4,17822136,E-Wallet,0,71288544,2025-05,2,15
596,2025-06-24 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,15515693,Debit Card,0,62062772,2025-06,1,12
597,2025-01-24 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,5636722,Credit Card,0.1,10146099.6,2025-01,4,17
598,2025-04-29 16:47:34,Monitor Curved,Periferal,Denpasar,3,2239017,E-Wallet,0,6717051,2025-04,1,19
599,2025-01-02 16:47:34,Headphone Wireless,Aksesoris,Medan,4,714994,Credit Card,0,2859976,2025-01,3,12
600,2025-01-26 16:47:34,Smartwatch,Aksesoris,Surabaya,4,1441768,Bank Transfer,0,5767072,2025-01,6,12
601,2025-06-11 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,752891,E-Wallet,0.1,2032805.7,2025-06,2,8
602,2025-06-12 16:47:34,Smartwatch,Aksesoris,Medan,2,2340083,Credit Card,0.05,4446157.7,2025-06,3,17
603,2025-03-21 16:47:34,Smartphone Terbaru,Elektronik,Surabaya,1,8712044,E-Wallet,0.05,8276441.8,2025-03,4,12
604,2025-05-13 16:47:34,Headphone Wireless,Aksesoris,Jakarta,3,1376941,Credit Card,0.05,3924281.85,2025-05,1,13
605,2025-04-16 16:47:34,Monitor Curved,Periferal,Surabaya,1,2465982,Debit Card,0,2465982,2025-04,2,20
606,2025-03-03 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,673146,Credit Card,0,673146,2025-03,0,19
607,2025-03-24 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,8518971,E-Wallet,0,25556913,2025-03,0,8
608,2025-05-22 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,20453174,Bank Transfer,0,81812696,2025-05,3,18
609,2025-03-09 16:47:34,Laptop Gaming,Elektronik,Denpasar,1,21124152,Bank Transfer,0,21124152,2025-03,6,14
610,2025-02-11 16:47:34,Laptop Gaming,Elektronik,Surabaya,1,16164795,Bank Transfer,0.1,14548315.5,2025-02,1,8
611,2025-05-09 16:47:34,Smartwatch,Aksesoris,Medan,2,1889330,Credit Card,0,3778660,2025-05,4,18
612,2025-02-02 16:47:34,Smartphone Terbaru,Elektronik,Makassar,4,5677747,Debit Card,0,22710988,2025-02,6,9
613,2025-03-08 16:47:34,Headphone Wireless,Aksesoris,Makassar,1,1484141,Credit Card,0,1484141,2025-03,5,9
614,2025-06-05 16:47:34,Headphone Wireless,Aksesoris,Denpasar,2,1079383,Bank Transfer,0,2158766,2025-06,3,12
615,2025-01-16 16:47:34,Laptop Gaming,Elektronik,Surabaya,4,17409381,E-Wallet,0.1,62673771.6,2025-01,3,21
616,2025-04-15 16:47:34,Smartphone Terbaru,Elektronik,Makassar,3,7752820,Bank Transfer,0,23258460,2025-04,1,17
617,2025-06-13 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,3,6570599,E-Wallet,0,19711797,2025-06,4,20
618,2025-03-29 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,9859216,Debit Card,0.05,18732510.4,2025-03,5,14
619,2025-03-28 16:47:34,Smartphone Terbaru,Elektronik,Medan,3,8161224,E-Wallet,0,24483672,2025-03,4,8
620,2025-01-16 16:47:34,Keyboard Mekanik,Periferal,Medan,1,477175,Credit Card,0,477175,2025-01,3,17
621,2025-02-05 16:47:34,Laptop Gaming,Elektronik,Jakarta,4,17078808,Credit Card,0,68315232,2025-02,2,8
622,2025-05-03 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,1757453,Credit Card,0,1757453,2025-05,5,8
623,2025-06-19 16:47:34,Smartphone Terbaru,Elektronik,Jakarta,1,6011786,E-Wallet,0.15,5110018.1,2025-06,3,13
624,2025-05-18 16:47:34,Keyboard Mekanik,Periferal,Jakarta,3,495028,Credit Card,0.05,1410829.8,2025-05,6,9
625,2025-05-03 16:47:34,Smartwatch,Aksesoris,Medan,1,2058242,Credit Card,0,2058242,2025-05,5,8
626,2025-02-24 16:47:34,Monitor Curved,Periferal,Surabaya,3,6685754,Credit Card,0.1,18051535.8,2025-02,0,13
627,2025-05-25 16:47:34,Monitor Curved,Periferal,Makassar,4,6319453,Debit Card,0,25277812,2025-05,6,21
628,2025-02-27 16:47:34,Headphone Wireless,Aksesoris,Surabaya,4,1053704,E-Wallet,0,4214816,2025-02,3,9
629,2025-05-04 16:47:34,Headphone Wireless,Aksesoris,Jakarta,1,463834,E-Wallet,0,463834,2025-05,6,13
630,2025-04-12 16:47:34,Headphone Wireless,Aksesoris,Makassar,2,570403,Bank Transfer,0,1140806,2025-04,5,17
631,2025-06-13 16:47:34,Headphone Wireless,Aksesoris,Surabaya,3,1215207,E-Wallet,0,3645621,2025-06,4,15
632,2024-12-29 16:47:34,Laptop Gaming,Elektronik,Jakarta,3,24714177,Debit Card,0.05,70435404.45,2024-12,6,9
633,2025-05-08 16:47:34,Smartphone Terbaru,Elektronik,Medan,1,4416828,E-Wallet,0.1,3975145.2,2025-05,3,18
634,2025-03-30 16:47:34,Smartwatch,Aksesoris,Surabaya,3,2424717,Debit Card,0,7274151,2025-03,6,16
635,2025-04-20 16:47:34,Headphone Wireless,Aksesoris,Medan,3,617013,Debit Card,0,1851039,2025-04,6,15
636,2025-05-30 16:47:34,Monitor Curved,Periferal,Surabaya,2,5208823,E-Wallet,0,10417646,2025-05,4,19
637,2025-02-22 16:47:34,Smartwatch,Aksesoris,Makassar,2,1357342,Bank Transfer,0,2714684,2025-02,5,17
638,2025-06-07 16:47:34,Keyboard Mekanik,Periferal,Makassar,1,685711,Credit Card,0,685711,2025-06,5,8
639,2025-06-12 16:47:34,Smartphone Terbaru,Elektronik,Medan,2,8278172,Credit Card,0,16556344,2025-06,3,14
